Wavelength	Flux	BestFit	SkyFlux
5527.134	10.540	10.125	20.931
5528.407	9.855	10.124	20.233
5529.680	11.579	10.112	19.419
5530.953	9.389	10.010	19.517
5532.227	8.090	9.935	20.932
5533.501	8.354	10.034	21.295
5534.775	11.179	10.144	20.613
5536.050	10.547	10.170	20.134
5537.325	11.507	10.147	20.084
5538.600	11.452	10.127	20.211
5539.875	10.321	10.088	20.450
5541.151	9.681	10.117	21.116
5542.427	10.636	10.146	21.363
5543.704	10.119	10.162	22.160
5544.980	10.563	10.174	22.456
5546.257	10.994	10.151	22.016
5547.534	11.027	10.117	21.692
5548.812	9.013	10.073	20.886
5550.090	8.941	9.990	21.182
5551.368	8.518	9.903	21.578
5552.646	9.518	9.846	21.536
5553.925	7.679	9.811	21.155
5555.204	9.229	9.860	20.713
5556.483	9.060	9.864	20.248
5557.763	11.371	9.884	20.071
5559.043	8.773	9.944	20.456
5560.323	8.522	10.031	20.470
5561.603	11.458	10.121	20.630
5562.884	10.441	10.107	20.914
5564.165	9.966	10.095	21.416
5565.446	11.270	10.105	22.144
5566.728	9.803	10.123	22.059
5568.010	9.275	10.152	20.623
5569.292	12.230	10.189	20.044
5570.575	9.213	10.156	20.922
5571.857	8.949	10.169	20.991
5573.141	10.850	10.145	20.015
5574.424	9.699	10.105	20.322
5575.708	8.576	10.114	23.212
5576.992	11.714	10.129	67.414
5578.276	5.945	10.096	161.919
5579.561	5.596	10.065	175.214
5580.846	7.165	10.040	86.560
5582.131	10.293	10.045	32.389
5583.416	9.560	10.049	22.515
5584.702	9.729	9.979	20.356
5585.988	9.845	10.009	19.674
5587.274	8.648	10.006	19.174
5588.561	9.417	9.988	18.609
5589.848	8.790	9.953	19.562
5591.135	9.613	9.926	20.797
5592.423	11.025	9.993	20.563
5593.711	10.662	10.060	19.754
5594.999	10.381	10.127	19.179
5596.287	9.320	10.241	19.634
5597.576	11.353	10.326	20.024
5598.865	10.956	10.306	20.066
5600.154	10.896	10.257	19.991
5601.444	10.600	10.247	19.430
5602.734	9.497	10.178	19.254
5604.024	9.174	10.077	19.164
5605.315	9.961	10.004	20.532
5606.606	9.540	9.994	22.695
5607.897	8.042	10.032	22.357
5609.188	9.978	10.064	20.833
5610.480	9.767	10.103	20.484
5611.772	9.548	10.134	20.789
5613.064	8.916	10.150	20.779
5614.357	9.984	10.172	20.469
5615.650	10.905	10.219	19.295
5616.943	9.644	10.234	18.430
5618.236	10.143	10.277	19.309
5619.530	9.416	10.298	20.342
5620.824	9.713	10.314	20.187
5622.119	10.132	10.337	19.945
5623.413	9.772	10.320	20.093
5624.708	9.060	10.361	21.076
5626.004	9.287	10.399	21.125
5627.299	9.795	10.417	20.021
5628.595	10.550	10.428	19.906
5629.891	9.363	10.425	20.309
5631.188	9.147	10.375	20.712
5632.484	8.143	10.352	20.687
5633.782	10.450	10.376	20.250
5635.079	11.674	10.344	19.790
5636.377	10.533	10.294	19.467
5637.675	10.022	10.274	19.371
5638.973	10.571	10.220	19.333
5640.271	10.465	10.198	19.935
5641.570	11.721	10.131	19.976
5642.869	9.131	10.112	19.599
5644.169	8.930	10.103	19.542
5645.469	9.619	10.064	20.575
5646.769	9.556	10.083	21.063
5648.069	11.098	10.086	20.724
5649.370	9.658	10.074	20.688
5650.671	9.224	10.080	20.152
5651.972	10.147	10.110	19.825
5653.274	8.690	10.152	19.957
5654.575	8.028	10.190	20.180
5655.878	9.593	10.218	20.199
5657.180	9.938	10.198	19.839
5658.483	9.649	10.187	19.796
5659.786	11.433	10.165	18.970
5661.089	10.148	10.094	18.566
5662.393	12.222	10.005	19.614
5663.697	10.565	9.913	20.064
5665.001	10.447	9.786	20.117
5666.306	10.660	9.713	20.290
5667.611	9.754	9.689	20.406
5668.916	9.926	9.680	20.449
5670.221	10.188	9.723	20.886
5671.527	10.819	9.801	21.495
5672.833	10.448	9.875	22.092
5674.139	10.450	9.929	22.301
5675.446	9.899	9.929	22.221
5676.753	9.070	9.889	21.277
5678.060	9.519	9.882	20.696
5679.368	9.293	9.853	21.230
5680.676	9.599	9.870	21.197
5681.984	10.232	9.948	21.821
5683.292	9.567	10.071	23.174
5684.601	7.943	10.197	24.265
5685.910	9.998	10.289	25.058
5687.220	10.243	10.375	25.645
5688.529	9.588	10.357	26.439
5689.839	9.221	10.324	27.346
5691.150	9.676	10.278	27.499
5692.460	10.179	10.166	26.405
5693.771	10.360	10.010	25.568
5695.082	8.754	9.925	24.375
5696.394	9.336	9.917	23.103
5697.706	10.163	9.966	22.210
5699.018	10.834	10.012	21.818
5700.330	10.192	10.019	21.608
5701.643	9.859	10.007	21.333
5702.956	7.741	9.950	21.036
5704.269	9.086	9.950	20.589
5705.583	9.731	9.991	20.741
5706.897	9.334	10.063	19.840
5708.211	10.300	10.151	19.432
5709.525	11.792	10.194	19.042
5710.840	10.968	10.213	18.678
5712.155	11.909	10.198	19.149
5713.471	10.143	10.158	19.551
5714.786	9.863	10.112	19.996
5716.102	11.247	10.070	19.897
5717.419	10.439	10.020	20.029
5718.735	9.862	10.005	20.062
5720.052	10.416	10.018	19.782
5721.370	10.426	10.049	19.925
5722.687	8.895	10.079	19.893
5724.005	10.957	10.097	20.166
5725.323	10.959	10.114	20.157
5726.642	11.918	10.122	20.435
5727.960	11.248	10.190	20.281
5729.279	9.268	10.176	19.889
5730.599	10.973	10.127	20.088
5731.918	10.123	10.146	19.531
5733.238	12.957	10.147	19.250
5734.559	8.668	10.037	19.171
5735.879	11.672	10.009	19.412
5737.200	8.848	9.914	19.822
5738.521	9.831	9.805	19.588
5739.843	9.300	9.831	19.702
5741.165	9.963	9.924	19.559
5742.487	10.332	9.889	19.464
5743.809	9.559	9.970	19.727
5745.132	9.758	10.017	20.025
5746.455	10.076	10.015	20.067
5747.778	10.572	10.055	19.918
5749.102	10.074	10.108	19.467
5750.426	9.393	10.118	19.037
5751.750	8.502	10.215	19.235
5753.075	9.924	10.296	19.406
5754.399	9.392	10.304	19.116
5755.725	10.529	10.296	18.856
5757.050	10.920	10.332	18.828
5758.376	12.154	10.304	19.139
5759.702	10.015	10.252	19.512
5761.028	9.828	10.196	19.760
5762.355	11.807	10.142	19.551
5763.682	9.592	10.081	19.276
5765.009	11.055	10.014	19.044
5766.337	11.907	10.020	19.647
5767.665	9.925	10.040	21.195
5768.993	9.132	10.096	22.971
5770.321	12.277	10.163	25.267
5771.650	9.359	10.207	25.545
5772.979	9.933	10.248	23.340
5774.309	10.858	10.311	21.050
5775.638	11.414	10.296	20.312
5776.969	10.592	10.230	19.504
5778.299	9.042	10.149	19.803
5779.630	9.300	10.077	19.993
5780.960	9.442	10.039	19.359
5782.292	9.253	10.004	19.108
5783.623	9.581	9.965	18.866
5784.955	8.332	9.917	18.846
5786.287	8.304	9.852	18.813
5787.620	11.054	9.776	19.133
5788.953	10.274	9.727	19.976
5790.286	10.646	9.711	22.065
5791.619	9.297	9.781	24.534
5792.953	9.524	9.883	24.425
5794.287	10.207	9.987	22.474
5795.621	10.492	10.105	21.061
5796.956	10.425	10.219	20.605
5798.291	10.431	10.258	20.131
5799.626	10.442	10.337	20.103
5800.962	8.761	10.373	19.630
5802.298	13.086	10.389	19.106
5803.634	10.646	10.442	19.528
5804.970	10.744	10.474	19.401
5806.307	11.109	10.437	19.031
5807.644	11.455	10.397	19.198
5808.982	10.927	10.384	19.480
5810.319	10.038	10.372	19.267
5811.657	9.488	10.351	19.278
5812.996	9.812	10.356	19.420
5814.334	11.184	10.362	19.222
5815.673	9.022	10.392	19.292
5817.013	11.495	10.403	19.148
5818.352	11.090	10.405	19.235
5819.692	10.394	10.394	19.615
5821.032	12.087	10.326	19.485
5822.373	10.928	10.383	19.380
5823.713	11.051	10.357	19.519
5825.055	11.584	10.351	19.575
5826.396	10.229	10.379	19.833
5827.738	9.419	10.366	20.107
5829.080	10.452	10.322	19.683
5830.422	11.774	10.340	19.381
5831.765	10.336	10.315	19.863
5833.108	9.651	10.252	20.139
5834.451	8.859	10.204	20.106
5835.795	9.652	10.218	20.316
5837.139	10.024	10.288	20.280
5838.483	10.379	10.275	20.362
5839.827	9.679	10.281	20.443
5841.172	9.176	10.263	20.438
5842.517	10.567	10.202	20.437
5843.863	10.268	10.172	20.548
5845.208	11.007	10.270	20.182
5846.554	11.462	10.373	20.137
5847.901	10.820	10.388	20.018
5849.248	10.887	10.384	20.032
5850.595	9.833	10.391	20.233
5851.942	10.906	10.392	20.292
5853.289	11.263	10.373	20.135
5854.637	10.166	10.286	19.867
5855.986	9.718	10.291	19.781
5857.334	10.078	10.286	19.992
5858.683	10.524	10.234	19.649
5860.032	9.466	10.153	19.573
5861.382	9.869	10.022	19.875
5862.731	10.102	9.921	19.959
5864.082	10.964	9.852	20.156
5865.432	9.878	9.837	21.698
5866.783	9.277	9.883	24.196
5868.134	9.682	9.965	26.268
5869.485	9.075	10.036	26.505
5870.837	9.158	10.097	24.749
5872.189	10.213	10.151	22.372
5873.541	9.861	10.205	21.433
5874.894	10.784	10.261	21.328
5876.246	10.358	10.304	21.159
5877.600	11.210	10.321	20.436
5878.953	9.996	10.345	19.734
5880.307	10.405	10.398	19.111
5881.661	9.851	10.453	18.938
5883.016	10.385	10.479	18.913
5884.370	10.961	10.461	18.962
5885.725	10.182	10.415	19.173
5887.081	10.401	10.394	20.289
5888.437	11.548	10.375	26.077
5889.793	10.781	10.360	46.512
5891.149	11.007	10.361	73.962
5892.506	7.856	10.370	69.853
5893.863	9.909	10.356	42.103
5895.220	12.423	10.317	32.020
5896.577	11.574	10.284	49.949
5897.935	11.061	10.326	56.638
5899.293	10.255	10.373	43.210
5900.652	9.845	10.383	26.195
5902.011	10.197	10.464	19.924
5903.370	9.557	10.477	19.918
5904.729	10.895	10.482	20.493
5906.089	9.612	10.475	20.642
5907.449	11.109	10.454	20.794
5908.810	10.332	10.448	20.882
5910.170	10.439	10.480	20.264
5911.531	9.860	10.462	19.740
5912.893	9.475	10.450	19.618
5914.254	10.125	10.464	20.311
5915.616	10.574	10.444	22.852
5916.979	11.194	10.380	25.213
5918.341	11.266	10.378	23.919
5919.704	9.665	10.383	21.153
5921.067	10.346	10.442	20.225
5922.431	10.376	10.442	20.139
5923.795	10.867	10.413	20.461
5925.159	9.896	10.420	21.754
5926.523	10.321	10.389	22.805
5927.888	9.922	10.361	22.144
5929.253	9.131	10.311	20.949
5930.619	9.317	10.259	20.434
5931.984	9.806	10.214	21.240
5933.350	9.718	10.170	24.586
5934.717	9.880	10.114	27.199
5936.083	10.727	10.017	25.491
5937.450	10.039	9.976	21.410
5938.818	9.378	9.949	21.051
5940.185	9.000	9.929	20.747
5941.553	9.148	9.931	20.093
5942.922	10.857	9.941	20.124
5944.290	10.564	10.005	20.258
5945.659	9.074	10.001	21.263
5947.028	8.987	10.008	22.436
5948.398	9.961	10.037	22.063
5949.768	10.465	10.061	20.702
5951.138	10.559	10.124	19.952
5952.508	11.815	10.163	20.942
5953.879	11.566	10.232	23.765
5955.250	9.840	10.272	25.621
5956.621	10.405	10.312	23.803
5957.993	11.626	10.371	20.571
5959.365	11.044	10.323	19.495
5960.738	10.657	10.152	19.640
5962.110	10.794	10.034	19.921
5963.483	10.086	9.945	20.162
5964.856	9.594	9.841	20.280
5966.230	10.127	9.719	20.054
5967.604	10.127	9.578	19.711
5968.978	10.550	9.354	19.753
5970.353	10.868	9.086	20.458
5971.728	10.580	8.807	21.210
5973.103	9.049	8.579	21.064
5974.478	10.101	8.493	20.247
5975.854	9.392	8.569	19.967
5977.230	9.021	8.598	20.952
5978.607	9.450	8.651	22.067
5979.984	9.421	8.802	21.379
5981.361	8.795	9.020	20.291
5982.738	8.513	9.247	19.879
5984.116	9.489	9.479	19.302
5985.494	9.016	9.672	18.982
5986.872	9.747	9.752	18.681
5988.251	10.585	9.833	18.895
5989.630	10.053	9.915	18.601
5991.009	9.439	9.943	18.993
5992.389	10.160	9.958	19.204
5993.769	11.210	9.965	18.808
5995.149	11.090	9.957	18.983
5996.530	10.910	9.937	19.171
5997.911	9.902	9.900	19.267
5999.292	8.468	9.872	19.480
6000.674	10.408	9.907	19.345
6002.055	7.951	9.933	18.971
6003.438	9.226	9.975	18.959
6004.820	9.871	10.009	19.766
6006.203	11.305	10.034	20.076
6007.586	10.021	10.053	19.102
6008.970	9.339	10.034	18.081
6010.353	10.509	10.010	17.912
6011.737	10.190	9.984	18.216
6013.122	9.280	9.985	18.163
6014.507	9.492	9.990	17.860
6015.892	9.748	9.977	17.928
6017.277	10.316	9.994	17.758
6018.663	11.088	10.016	17.814
6020.049	10.022	10.002	17.652
6021.435	10.683	10.051	17.596
6022.822	10.096	10.085	17.597
6024.209	11.179	10.026	17.566
6025.596	9.188	10.025	17.713
6026.983	9.495	10.070	17.471
6028.371	8.882	10.081	17.839
6029.760	9.380	10.069	18.430
6031.148	10.694	10.049	18.321
6032.537	9.079	10.020	18.360
6033.926	9.527	9.988	18.593
6035.316	10.872	9.985	18.471
6036.706	10.030	9.976	18.950
6038.096	10.166	9.947	18.519
6039.486	9.624	9.939	18.101
6040.877	11.229	9.971	17.922
6042.268	11.412	9.997	17.712
6043.660	10.663	10.036	17.541
6045.051	10.207	10.052	17.343
6046.444	10.673	10.067	17.445
6047.836	10.498	10.112	17.529
6049.229	9.516	10.151	17.513
6050.622	9.962	10.106	17.458
6052.015	9.926	10.162	17.520
6053.409	10.994	10.172	17.494
6054.803	9.511	10.135	17.483
6056.197	10.722	10.139	17.030
6057.592	10.458	10.167	16.971
6058.987	9.271	10.069	17.113
6060.382	9.546	10.018	17.124
6061.778	9.309	9.986	17.476
6063.174	9.672	9.978	17.696
6064.570	10.265	9.970	17.273
6065.966	10.169	9.941	17.045
6067.363	10.200	9.924	16.962
6068.761	9.806	9.939	17.124
6070.158	10.363	9.924	17.601
6071.556	10.641	9.943	17.401
6072.954	9.872	10.001	17.070
6074.353	9.684	10.046	16.935
6075.751	9.407	10.059	17.369
6077.151	9.885	10.070	17.182
6078.550	9.981	10.068	16.840
6079.950	10.657	10.059	16.613
6081.350	11.255	10.038	16.561
6082.750	10.804	10.002	16.497
6084.151	10.009	9.988	16.580
6085.552	9.652	10.013	16.691
6086.954	10.246	9.949	16.630
6088.355	10.380	9.907	16.562
6089.758	9.286	9.896	16.634
6091.160	10.407	9.864	16.187
6092.563	9.360	9.856	16.463
6093.966	10.210	9.862	16.492
6095.369	10.935	9.892	16.623
6096.773	10.152	9.878	16.762
6098.177	9.770	9.857	16.657
6099.581	9.894	9.879	16.645
6100.986	10.066	9.875	16.449
6102.391	10.299	9.862	16.263
6103.796	9.966	9.824	15.790
6105.201	9.871	9.819	15.900
6106.607	10.485	9.855	16.743
6108.014	9.569	9.905	16.892
6109.420	10.260	9.967	16.567
6110.827	9.603	10.026	16.694
6112.234	9.365	10.051	16.596
6113.642	10.446	10.094	16.302
6115.050	10.764	10.144	16.422
6116.458	10.364	10.164	16.573
6117.867	10.643	10.180	16.364
6119.275	10.470	10.183	16.021
6120.685	10.244	10.226	15.759
6122.094	11.009	10.244	16.199
6123.504	8.888	10.228	15.834
6124.914	10.004	10.216	15.319
6126.325	10.645	10.205	15.722
6127.735	10.712	10.213	16.082
6129.146	11.238	10.237	16.002
6130.558	10.285	10.255	15.886
6131.970	10.457	10.270	15.788
6133.382	9.681	10.290	15.709
6134.794	10.163	10.290	15.673
6136.207	10.282	10.253	15.968
6137.620	9.389	10.207	16.016
6139.033	10.549	10.174	16.198
6140.447	10.495	10.142	16.689
6141.861	10.226	10.110	16.924
6143.276	10.553	10.118	16.734
6144.690	10.491	10.133	17.115
6146.105	10.010	10.117	17.483
6147.521	9.691	10.086	17.241
6148.936	9.652	10.061	16.414
6150.352	10.051	10.056	15.964
6151.769	9.369	10.091	16.195
6153.185	9.118	10.176	16.732
6154.602	10.518	10.210	16.862
6156.020	11.116	10.293	16.741
6157.437	10.096	10.344	16.958
6158.855	10.293	10.282	16.801
6160.274	11.012	10.292	16.468
6161.692	10.895	10.253	17.216
6163.111	9.042	10.148	16.662
6164.530	9.874	10.098	16.663
6165.950	8.733	10.082	15.960
6167.370	9.321	10.034	15.435
6168.790	9.032	10.013	15.593
6170.211	9.279	10.018	16.456
6171.632	9.524	9.976	17.831
6173.053	8.869	9.959	17.935
6174.474	9.624	9.973	16.748
6175.896	10.938	9.963	15.749
6177.319	9.836	9.948	15.965
6178.741	9.572	9.994	16.070
6180.164	8.756	9.991	16.142
6181.587	10.468	10.013	15.407
6183.011	10.359	10.059	15.374
6184.435	9.880	10.056	16.054
6185.859	9.679	9.989	16.019
6187.283	9.562	9.907	15.717
6188.708	8.815	9.848	15.490
6190.133	9.080	9.858	15.555
6191.559	10.502	9.918	15.366
6192.985	10.611	9.977	15.185
6194.411	9.152	10.026	15.725
6195.837	9.002	10.052	15.785
6197.264	10.181	10.120	15.434
6198.691	9.341	10.119	15.266
6200.119	10.035	10.074	15.519
6201.546	9.310	10.069	15.886
6202.975	8.713	10.037	16.928
6204.403	10.440	9.965	17.741
6205.832	9.441	9.907	17.647
6207.261	9.255	9.837	15.916
6208.690	9.523	9.792	15.403
6210.120	10.792	9.817	15.782
6211.550	10.749	9.865	15.672
6212.981	9.667	9.930	16.146
6214.411	9.921	9.928	16.311
6215.842	9.768	9.932	15.741
6217.274	8.704	9.952	15.466
6218.706	9.753	9.928	15.144
6220.138	10.043	9.846	15.239
6221.570	10.070	9.764	16.003
6223.003	9.931	9.685	17.673
6224.436	5.552	9.647	17.977
6225.869	9.480	9.693	15.953
6227.303	10.213	9.805	15.064
6228.737	10.202	9.883	14.738
6230.171	9.965	9.930	14.491
6231.606	9.037	9.992	14.665
6233.041	8.581	10.003	15.298
6234.477	8.984	9.956	17.648
6235.912	9.674	9.906	22.466
6237.348	9.457	9.876	26.838
6238.785	10.675	9.847	24.514
6240.221	9.063	9.823	20.589
6241.658	10.326	9.763	18.342
6243.096	10.433	9.666	18.665
6244.534	9.592	9.557	18.581
6245.972	9.680	9.442	17.316
6247.410	9.026	9.307	15.893
6248.849	8.730	9.201	15.492
6250.288	9.303	9.201	15.554
6251.727	8.847	9.247	15.463
6253.167	8.493	9.265	15.062
6254.607	9.223	9.322	14.303
6256.047	9.399	9.361	14.709
6257.488	9.446	9.417	18.261
6258.929	9.168	9.490	24.381
6260.370	9.818	9.533	25.480
6261.812	9.834	9.551	21.781
6263.254	10.450	9.645	16.890
6264.696	9.582	9.667	16.870
6266.139	10.140	9.691	18.147
6267.582	10.259	9.737	18.534
6269.025	9.896	9.778	17.696
6270.469	9.976	9.763	16.360
6271.913	10.851	9.667	15.462
6273.357	10.346	9.607	15.122
6274.802	9.430	9.545	15.275
6276.247	10.640	9.479	15.815
6277.692	10.770	9.424	16.435
6279.138	9.707	9.415	17.076
6280.584	11.521	9.483	16.023
6282.030	9.376	9.552	14.970
6283.477	10.026	9.606	14.531
6284.924	9.702	9.626	14.774
6286.371	9.087	9.635	15.791
6287.819	9.500	9.660	20.316
6289.267	10.647	9.677	23.138
6290.715	10.118	9.705	21.724
6292.164	9.393	9.724	17.814
6293.613	9.969	9.748	14.983
6295.062	10.163	9.743	14.587
6296.511	9.778	9.680	15.217
6297.961	9.825	9.607	17.273
6299.412	9.072	9.479	23.956
6300.862	9.225	9.403	42.451
6302.313	10.746	9.342	45.642
6303.765	9.715	9.300	35.636
6305.216	9.284	9.301	20.464
6306.668	10.156	9.288	19.704
6308.121	9.548	9.301	25.461
6309.573	9.315	9.344	25.433
6311.026	9.412	9.372	20.041
6312.480	10.116	9.392	15.515
6313.933	9.614	9.395	14.263
6315.387	9.081	9.312	14.238
6316.842	9.474	9.267	13.924
6318.296	9.447	9.213	13.747
6319.751	9.225	9.219	13.998
6321.207	9.167	9.285	15.363
6322.662	10.184	9.345	17.510
6324.119	9.761	9.379	17.877
6325.575	9.921	9.329	16.031
6327.032	8.571	9.276	14.658
6328.489	10.273	9.244	15.040
6329.946	8.915	9.209	19.220
6331.404	8.930	9.166	22.613
6332.862	8.775	9.168	21.795
6334.320	9.146	9.229	17.643
6335.779	9.640	9.259	14.280
6337.238	9.782	9.292	13.693
6338.697	9.378	9.298	13.614
6340.157	9.021	9.220	13.785
6341.617	9.638	9.128	13.901
6343.077	8.963	9.104	14.182
6344.538	8.897	9.103	14.465
6345.999	9.614	9.125	14.154
6347.460	9.508	9.160	14.285
6348.922	9.611	9.208	15.738
6350.384	9.616	9.318	16.333
6351.847	9.837	9.406	15.985
6353.309	9.929	9.443	14.879
6354.772	8.971	9.459	14.600
6356.236	9.874	9.476	16.550
6357.700	9.467	9.496	18.880
6359.164	8.115	9.516	19.024
6360.628	8.927	9.525	16.513
6362.093	9.655	9.573	14.808
6363.558	8.373	9.569	17.753
6365.023	8.771	9.543	22.809
6366.489	10.365	9.553	23.213
6367.955	8.793	9.512	18.538
6369.422	9.796	9.486	14.612
6370.888	10.139	9.519	13.873
6372.356	10.491	9.561	13.960
6373.823	9.544	9.611	13.649
6375.291	9.683	9.668	13.990
6376.759	10.165	9.650	14.105
6378.227	9.387	9.652	14.422
6379.696	9.469	9.644	14.991
6381.165	10.719	9.631	15.283
6382.635	10.698	9.597	15.063
6384.105	9.582	9.547	14.582
6385.575	9.236	9.562	14.631
6387.045	9.317	9.640	16.247
6388.516	9.747	9.721	16.698
6389.987	10.270	9.699	15.920
6391.459	9.795	9.605	14.118
6392.931	9.758	9.561	13.584
6394.403	9.661	9.593	13.414
6395.875	10.059	9.576	13.368
6397.348	9.788	9.609	13.607
6398.822	9.979	9.625	13.668
6400.295	9.749	9.580	13.410
6401.769	9.023	9.517	13.282
6403.243	9.578	9.492	13.468
6404.718	10.194	9.398	13.908
6406.193	9.056	9.384	13.914
6407.668	8.773	9.393	13.422
6409.144	9.921	9.416	13.088
6410.619	9.562	9.495	13.083
6412.096	9.493	9.573	13.106
6413.572	9.676	9.618	13.352
6415.049	9.551	9.677	14.038
6416.527	10.234	9.722	14.266
6418.004	9.627	9.722	13.636
6419.482	10.780	9.693	13.613
6420.961	10.125	9.690	14.249
6422.439	9.274	9.622	14.124
6423.918	9.124	9.562	14.099
6425.398	9.134	9.534	13.367
6426.877	9.475	9.536	13.383
6428.357	9.507	9.564	13.759
6429.838	8.821	9.593	13.684
6431.318	8.801	9.560	13.246
6432.799	9.526	9.564	12.874
6434.281	8.966	9.559	13.028
6435.762	8.361	9.570	13.374
6437.244	9.737	9.639	13.414
6438.727	10.065	9.675	13.368
6440.210	9.394	9.667	13.065
6441.693	9.705	9.660	12.968
6443.176	10.223	9.609	12.967
6444.660	9.657	9.540	13.412
6446.144	10.337	9.483	13.387
6447.628	9.021	9.371	13.222
6449.113	8.912	9.333	13.054
6450.598	9.584	9.348	13.000
6452.084	9.350	9.373	13.183
6453.570	9.319	9.415	13.665
6455.056	10.383	9.500	13.603
6456.542	10.250	9.597	13.426
6458.029	9.274	9.635	13.422
6459.516	9.773	9.688	13.713
6461.004	9.417	9.741	13.946
6462.492	9.312	9.773	13.764
6463.980	9.244	9.786	14.840
6465.468	9.417	9.777	17.156
6466.957	10.431	9.767	19.970
6468.447	9.958	9.746	19.160
6469.936	10.572	9.742	17.282
6471.426	10.015	9.751	17.968
6472.916	10.711	9.753	18.879
6474.407	10.768	9.759	17.062
6475.898	9.710	9.739	14.266
6477.389	9.646	9.761	13.629
6478.881	9.995	9.759	14.284
6480.373	9.300	9.719	14.607
6481.865	9.375	9.671	13.855
6483.358	9.973	9.607	12.782
6484.851	9.514	9.632	12.568
6486.344	9.824	9.625	12.736
6487.838	9.335	9.600	12.945
6489.332	9.819	9.592	12.393
6490.826	9.175	9.609	12.489
6492.321	10.201	9.658	12.754
6493.816	9.228	9.709	12.798
6495.312	9.030	9.715	12.393
6496.808	9.954	9.679	12.219
6498.304	9.557	9.628	16.658
6499.800	10.485	9.595	23.118
6501.297	9.664	9.591	24.427
6502.794	10.055	9.615	19.025
6504.292	10.316	9.613	15.169
6505.789	9.935	9.600	15.967
6507.288	10.185	9.600	16.706
6508.786	10.476	9.606	15.390
6510.285	9.737	9.588	13.412
6511.784	8.601	9.610	12.842
6513.284	9.362	9.659	12.885
6514.784	10.350	9.705	13.455
6516.284	8.837	9.721	13.996
6517.785	10.649	9.706	13.286
6519.285	10.314	9.695	12.483
6520.787	10.621	9.630	12.456
6522.288	8.628	9.635	13.534
6523.790	9.898	9.640	15.012
6525.293	9.627	9.638	15.337
6526.795	9.796	9.666	13.937
6528.298	9.026	9.659	13.050
6529.802	9.083	9.696	12.609
6531.306	9.130	9.723	13.088
6532.810	9.574	9.760	16.572
6534.314	10.254	9.784	20.974
6535.819	10.295	9.767	21.193
6537.324	10.354	9.754	17.205
6538.829	9.775	9.628	12.472
6540.335	8.583	9.529	12.426
6541.841	8.906	9.510	12.806
6543.348	9.014	9.550	13.554
6544.855	9.425	9.601	15.519
6546.362	9.822	9.630	16.196
6547.869	9.303	9.699	15.129
6549.377	9.630	9.730	12.949
6550.885	8.759	9.703	12.607
6552.394	8.968	9.651	13.874
6553.903	9.878	9.630	19.057
6555.412	8.020	9.687	23.191
6556.922	9.458	9.734	20.706
6558.432	10.679	9.742	14.975
6559.942	10.989	9.771	11.684
6561.453	10.041	9.807	11.260
6562.964	9.334	9.798	11.576
6564.475	9.871	9.779	11.720
6565.987	9.410	9.784	11.615
6567.499	9.009	9.816	11.606
6569.011	10.112	9.794	13.049
6570.524	10.124	9.729	14.453
6572.037	9.213	9.701	14.385
6573.550	8.353	9.711	12.630
6575.064	9.596	9.674	12.428
6576.578	9.657	9.655	13.802
6578.093	9.613	9.658	19.226
6579.608	9.723	9.632	21.179
6581.123	8.882	9.545	17.475
6582.638	9.415	9.430	13.288
6584.154	9.219	9.277	12.525
6585.671	8.120	9.122	12.366
6587.187	8.041	9.057	12.279
6588.704	7.813	9.095	12.234
6590.221	8.375	9.182	12.216
6591.739	9.116	9.285	12.405
6593.257	9.096	9.429	12.347
6594.775	9.058	9.535	12.163
6596.294	9.584	9.611	12.514
6597.813	10.090	9.664	13.993
6599.332	8.783	9.683	14.312
6600.852	9.044	9.677	13.132
6602.372	9.185	9.687	12.540
6603.893	10.555	9.686	13.805
6605.413	10.126	9.697	16.631
6606.934	10.452	9.695	16.571
6608.456	9.102	9.658	13.996
6609.978	10.443	9.662	12.182
6611.500	8.515	9.655	11.969
6613.022	9.093	9.691	12.005
6614.545	9.201	9.740	12.235
6616.069	8.702	9.755	12.141
6617.592	9.110	9.731	12.159
6619.116	9.540	9.712	12.013
6620.640	9.322	9.716	12.076
6622.165	9.310	9.720	11.981
6623.690	9.865	9.715	11.957
6625.215	9.468	9.730	12.059
6626.741	8.925	9.771	12.110
6628.267	9.926	9.768	12.714
6629.793	10.119	9.820	13.006
6631.320	10.465	9.840	12.931
6632.847	9.702	9.813	12.246
6634.375	10.311	9.792	12.977
6635.903	9.443	9.832	13.974
6637.431	9.988	9.947	13.418
6638.959	10.744	10.198	12.502
6640.488	10.965	10.251	12.039
6642.017	10.583	10.057	12.027
6643.547	9.994	9.761	11.786
6645.077	9.592	9.521	11.732
6646.607	9.419	9.381	11.949
6648.138	9.309	9.316	11.818
6649.669	9.864	9.330	11.800
6651.200	9.620	10.098	11.881
6652.732	9.691	12.092	12.077
6654.264	13.662	14.569	12.172
6655.796	15.920	15.207	11.879
6657.329	12.634	13.030	11.813
6658.862	9.970	10.677	11.748
6660.395	9.373	9.529	11.806
6661.929	9.415	9.328	12.336
6663.463	9.448	9.304	12.281
6664.998	8.663	9.348	12.025
6666.532	8.857	9.351	11.937
6668.068	9.515	9.399	12.190
6669.603	9.891	9.534	12.791
6671.139	10.233	9.797	12.609
6672.675	9.969	10.291	12.076
6674.212	11.557	11.101	11.874
6675.749	13.706	11.810	11.626
6677.286	13.371	11.624	11.651
